testID,tester,machine,cpu,mhz,hwAvail,os,compiler,autoParallel,benchType,base,peak
cpu2006-20090316-06724,Intel Corporation,"Supermicro X8DAI (Intel Xeon W3570, 3.2 GHz)",Intel Xeon W3570,3200.0,Mar-2009,Windows* XP* Professional x64 Edition SP2 Build 3790,Intel C++ Compiler Professional 11.0 for Intel 64 Build 20090131 Package ID: w_cproc_p_11.0.072 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CINT2006,32.5,34.5
cpu2006-20090316-06726,Intel Corporation,"Supermicro X8DAI (Intel Xeon W3570, 3.2 GHz)",Intel Xeon W3570,3200.0,Mar-2009,Windows* XP* Professional x64 Edition SP2 Build 3790,Intel C++ Compiler Professional 11.0 for Intel 64 Build 20090131 Package ID: w_cproc_p_11.0.072 Intel Visual Fortran Compiler Professional 11.0 for Intel 64 Build 20090131 Package ID: w_cprof_p_11.0.072 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CFP2006,36.8,37.7
cpu2006-20090316-06728,Intel Corporation,,Intel Xeon X5570,2933.0,Mar-2009,"SuSe Linux SLES10 SP2, Kernel 2.6.16.60-0.34-smp for x86_64","Intel C++ and Fortran Compiler 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,38.3,40.8
cpu2006-20090316-06730,Intel Corporation,,Intel Xeon X5570,2933.0,Mar-2009,"SuSe Linux SLES10 SP2, Kernel 2.6.16.60-0.34-smp for x86_64",Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,31.9,35.9
cpu2006-20090316-06732,Intel Corporation,,Intel Xeon X5560,2800.0,Mar-2009,"SuSe Linux SLES10 SP2, Kernel 2.6.16.60-0.34-smp for x86_64","Intel C++ and Fortran Compiler 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,37.1,39.4
cpu2006-20090316-06734,Intel Corporation,,Intel Xeon X5560,2800.0,Mar-2009,"SuSe Linux SLES10 SP2, Kernel 2.6.16.60-0.34-smp for x86_64",Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,30.8,34.6
cpu2006-20090316-06736,Intel Corporation,,Intel Xeon X5550,2667.0,Mar-2009,"SuSe Linux SLES10 SP2, Kernel 2.6.16.60-0.34-smp for x86_64","Intel C++ and Fortran Compiler 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,35.8,38.2
cpu2006-20090316-06738,Intel Corporation,,Intel Xeon X5550,2667.0,Mar-2009,"SuSe Linux SLES10 SP2, Kernel 2.6.16.60-0.34-smp for x86_64",Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,29.7,33.5
cpu2006-20090316-06739,Intel Corporation,,Intel Xeon L5520,2267.0,Mar-2009,"SuSe Linux SLES10 SP2, Kernel 2.6.16.60-0.34-smp for x86_64","Intel C++ and Fortran Compiler 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,30.4,32.2
cpu2006-20090316-06741,Intel Corporation,,Intel Xeon L5520,2267.0,Mar-2009,"SuSe Linux SLES10 SP2, Kernel 2.6.16.60-0.34-smp for x86_64",Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,24.7,27.9
cpu2006-20090316-06744,Intel Corporation,,Intel Xeon L5506,2133.0,Mar-2009,"SuSe Linux SLES10 SP2, Kernel 2.6.16.60-0.34-smp for x86_64","Intel C++ and Fortran Compiler 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,24.5,26.5
cpu2006-20090316-06746,Intel Corporation,,Intel Xeon L5506,2133.0,Mar-2009,"SuSe Linux SLES10 SP2, Kernel 2.6.16.60-0.34-smp for x86_64",Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,20.3,22.5
cpu2006-20090316-06748,Intel Corporation,,Intel Xeon E5540,2533.0,Mar-2009,"SuSe Linux SLES10 SP2, Kernel 2.6.16.60-0.34-smp for x86_64","Intel C++ and Fortran Compiler 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,32.4,34.3
cpu2006-20090316-06751,Intel Corporation,,Intel Xeon E5530,2400.0,Mar-2009,"SuSe Linux SLES10 SP2, Kernel 2.6.16.60-0.34-smp for x86_64","Intel C++ and Fortran Compiler 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,31.3,33.2
cpu2006-20090316-06753,Intel Corporation,,Intel Xeon E5530,2400.0,Mar-2009,"SuSe Linux SLES10 SP2, Kernel 2.6.16.60-0.34-smp for x86_64",Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,25.8,29.1
cpu2006-20090316-06755,Intel Corporation,,Intel Xeon E5520,2267.0,Mar-2009,"SuSe Linux SLES10 SP2, Kernel 2.6.16.60-0.34-smp for x86_64","Intel C++ and Fortran Compiler 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,30.1,32.0
cpu2006-20090316-06757,Intel Corporation,,Intel Xeon E5520,2267.0,Mar-2009,"SuSe Linux SLES10 SP2, Kernel 2.6.16.60-0.34-smp for x86_64",Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,24.7,27.8
cpu2006-20090316-06760,Intel Corporation,,Intel Xeon E5506,2133.0,Mar-2009,"SuSe Linux SLES10 SP2, Kernel 2.6.16.60-0.34-smp for x86_64",Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,20.2,22.5
cpu2006-20090316-06762,Intel Corporation,,Intel Xeon E5504,2000.0,Mar-2009,"SuSe Linux SLES10 SP2, Kernel 2.6.16.60-0.34-smp for x86_64","Intel C++ and Fortran Compiler 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,23.7,25.2
cpu2006-20090316-06764,Intel Corporation,,Intel Xeon E5504,2000.0,Mar-2009,"SuSe Linux SLES10 SP2, Kernel 2.6.16.60-0.34-smp for x86_64",Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,19.2,21.3
cpu2006-20090316-06766,Intel Corporation,,Intel Xeon E5502,1867.0,Mar-2009,"SuSe Linux SLES10 SP2, Kernel 2.6.16.60-0.34-smp for x86_64","Intel C++ and Fortran Compiler 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,21.9,23.1
cpu2006-20090316-06768,Intel Corporation,,Intel Xeon E5502,1867.0,Mar-2009,"SuSe Linux SLES10 SP2, Kernel 2.6.16.60-0.34-smp for x86_64",Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,17.9,19.9
cpu2006-20090316-06769,Intel Corporation,,Intel Xeon E5540,2533.0,Mar-2009,"SuSe Linux SLES10 SP2, Kernel 2.6.16.60-0.34-smp for x86_64",Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,27.0,30.4
cpu2006-20090316-06770,Intel Corporation,,Intel Xeon E5506,2133.0,Mar-2009,"SuSe Linux SLES10 SP2, Kernel 2.6.16.60-0.34-smp for x86_64","Intel C++ and Fortran Compiler 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,24.6,26.3
cpu2006-20090316-06774,Dell Inc.,"PowerEdge M610 (Intel Xeon X5560, 2.80 GHz)",Intel Xeon X5560,2800.0,Mar-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp","Intel C++ and Fortran Compiler 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,36.0,38.1
cpu2006-20090316-06776,Dell Inc.,"PowerEdge M610 (Intel Xeon X5560, 2.80 GHz)",Intel Xeon X5560,2800.0,Mar-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp",Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,30.4,33.8
cpu2006-20090316-06779,Dell Inc.,"PowerEdge M610 (Intel Xeon X5570, 2.93 GHz)",Intel Xeon X5570,2933.0,Mar-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp","Intel C++ and Fortran Compiler 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,37.0,39.2
cpu2006-20090316-06781,Dell Inc.,"PowerEdge M710 (Intel Xeon X5560, 2.80 GHz)",Intel Xeon X5560,2800.0,Mar-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp",Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,30.4,33.9
cpu2006-20090316-06782,Dell Inc.,"PowerEdge M610 (Intel Xeon X5570, 2.93 GHz)",Intel Xeon X5570,2933.0,Mar-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp",Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,31.5,35.0
cpu2006-20090316-06783,Dell Inc.,"PowerEdge M710 (Intel Xeon X5560, 2.80 GHz)",Intel Xeon X5560,2800.0,Mar-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp","Intel C++ and Fortran Compiler 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,36.4,38.5
cpu2006-20090316-06786,Dell Inc.,"PowerEdge M710 (Intel Xeon X5570, 2.93 GHz)",Intel Xeon X5570,2933.0,Mar-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp","Intel C++ and Fortran Compiler 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,37.4,39.6
cpu2006-20090316-06787,Dell Inc.,"PowerEdge M710 (Intel Xeon X5570, 2.93 GHz)",Intel Xeon X5570,2933.0,Mar-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp",Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,31.6,35.1
cpu2006-20090316-06791,Dell Inc.,"PowerEdge R710 (Intel Xeon X5570, 2.93 GHz)",Intel Xeon X5570,2933.0,Mar-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp","Intel C++ and Fortran Compiler 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,37.4,39.5
cpu2006-20090316-06792,Dell Inc.,"PowerEdge R710 (Intel Xeon X5570, 2.93 GHz)",Intel Xeon X5570,2933.0,Mar-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp",Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,31.5,35.1
cpu2006-20090316-06796,Dell Inc.,"PowerEdge T610 (Intel Xeon X5570, 2.93 GHz)",Intel Xeon X5570,2933.0,Mar-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp","Intel C++ and Fortran Compiler 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,37.3,39.5
cpu2006-20090316-06797,Dell Inc.,"PowerEdge T610 (Intel Xeon X5570, 2.93 GHz)",Intel Xeon X5570,2933.0,Mar-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp",Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,31.5,35.1
cpu2006-20090317-06802,SGI,,Intel Xeon X5570,2934.0,Mar-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.30-smp",Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,31.8,35.6
cpu2006-20090317-06804,SGI,,Intel Xeon X5570,2934.0,Mar-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.30-smp","Intel C++ and Fortran Compiler 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,37.0,39.4
cpu2006-20090317-06805,HITACHI,BladeSymphony BS2000 (Intel Xeon X5570),Intel Xeon X5570,2933.0,Mar-2009,"Red Hat Enterprise Linux Server release 5.3, Advanced Platform, Kernel 2.6.18-128.el5 on an x86_64",Intel C++ Compiler 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.081 Intel Fortran Compiler 11.0 for Linux Build 20090131 Package ID: l_cprof_p_11.0.081,Yes,CFP2006,39.3,42.0
cpu2006-20090317-06806,HITACHI,BladeSymphony BS2000 (Intel Xeon X5570),Intel Xeon X5570,2933.0,Mar-2009,"Red Hat Enterprise Linux Server release 5.3, Advanced Platform, Kernel 2.6.18-128.el5 on an x86_64",Intel C++ Compiler 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.081,Yes,CINT2006,30.4,35.6
cpu2006-20090317-06809,HITACHI,BladeSymphony BS320 (Intel Xeon X5570),Intel Xeon X5570,2933.0,Mar-2009,"Red Hat Enterprise Linux Server release 5.3, Advanced Platform, Kernel 2.6.18-128.el5 on an x86_64",Intel C++ Compiler 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.081 Intel Fortran Compiler 11.0 for Linux Build 20090131 Package ID: l_cprof_p_11.0.081,Yes,CFP2006,39.1,41.6
cpu2006-20090317-06810,HITACHI,BladeSymphony BS320 (Intel Xeon X5570),Intel Xeon X5570,2933.0,Mar-2009,"Red Hat Enterprise Linux Server release 5.3, Advanced Platform, Kernel 2.6.18-128.el5 on an x86_64",Intel C++ Compiler 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.081,Yes,CINT2006,30.6,35.0
cpu2006-20090329-06828,NEC Corporation,,Intel Xeon E7220,2933.0,Feb-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp",Intel C++ Compiler 11.0 for Linux Build 20081105 Package ID: l_cproc_p_11.0.074,Yes,CINT2006,21.8,24.8
cpu2006-20090329-06829,NEC Corporation,,Intel Xeon E7220,2933.0,Feb-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp","Intel C++ and Fortran Compiler 11.0 for Linux Build 20081105 Package ID: l_cproc_p_11.0.074, l_fproc_p_11.0.074",Yes,CFP2006,21.9,23.1
cpu2006-20090330-06836,ASUSTeK Computer Inc.,ASUS RS700-E6 server system (Intel Xeon X5570),Intel Xeon X5570,2933.0,Mar-2009,SUSE Linux Enterprise Server 10 (x86_64) SP2 Kernel 2.6.16.60-0.34-smp,Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,32.1,36.1
cpu2006-20090330-06837,ASUSTeK Computer Inc.,ASUS RS700-E6 server system (Intel Xeon X5570),Intel Xeon X5570,2933.0,Mar-2009,SUSE Linux Enterprise Server 10 (x86_64) SP2 Kernel 2.6.16.60-0.34-smp,"Intel C++ and Fortran Compiler 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,38.4,40.6
cpu2006-20090330-06840,ASUSTeK Computer Inc.,ASUS Z8NA-D6 server motherboard (Intel Xeon X5570),Intel Xeon X5570,2933.0,Mar-2009,SUSE Linux Enterprise Server 10 (x86_64) SP2 Kernel 2.6.16.60-0.34-smp,Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,32.0,36.0
cpu2006-20090330-06841,ASUSTeK Computer Inc.,ASUS Z8NA-D6 server motherboard (Intel Xeon X5570),Intel Xeon X5570,2933.0,Mar-2009,SUSE Linux Enterprise Server 10 (x86_64) SP2 Kernel 2.6.16.60-0.34-smp,"Intel C++ and Fortran Compiler 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,38.4,40.8
cpu2006-20090330-06846,IBM Corporation,IBM System dx 360 M2 (Intel Xeon X5570),Intel Xeon X5570,2933.0,Apr-2009,"SuSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp","Intel C++ and Fortran Compiler 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,37.8,40.2
cpu2006-20090330-06847,IBM Corporation,IBM System dx 360 M2 (Intel Xeon X5570),Intel Xeon X5570,2933.0,Apr-2009,"SuSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp",Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,31.6,35.2
cpu2006-20090330-06850,IBM Corporation,IBM BladeCenter HS22 (Intel Xeon X5570),Intel Xeon X5570,2933.0,Apr-2009,"SuSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp","Intel C++ and Fortran Compiler 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,37.4,39.6
cpu2006-20090330-06851,IBM Corporation,IBM BladeCenter HS22 (Intel Xeon X5570),Intel Xeon X5570,2933.0,Apr-2009,"SuSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp",Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,31.4,34.9
cpu2006-20090330-06854,IBM Corporation,IBM System x 3550 M2 (Intel Xeon X5570),Intel Xeon X5570,2933.0,Apr-2009,"SuSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp",Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,31.6,35.2
cpu2006-20090330-06855,IBM Corporation,IBM System x 3550 M2 (Intel Xeon X5570),Intel Xeon X5570,2933.0,Apr-2009,"SuSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp","Intel C++ and Fortran Compiler 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,37.4,39.6
cpu2006-20090330-06858,IBM Corporation,IBM System x 3650 M2 (Intel Xeon X5570),Intel Xeon X5570,2933.0,Apr-2009,"SuSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp","Intel C++ and Fortran Compiler 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,37.5,40.0
cpu2006-20090330-06859,IBM Corporation,IBM System x 3650 M2 (Intel Xeon X5570),Intel Xeon X5570,2933.0,Apr-2009,"SuSE Linux Enterprise Server (x86_64) SP2, Kernel 2.6.16.60-0.21-smp",Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,31.4,35.0
cpu2006-20090330-06862,Dell Inc.,"Dell Precision T7500 (Intel Xeon W5580, 3.20 GHz)",Intel Xeon W5580,3200.0,Apr-2009,"Red Hat Enterprise Linux Client release 5.3, Kernel 2.6.18-128.el5 on an x86_64",Intel C++ Compiler 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,32.7,36.7
cpu2006-20090330-06864,Dell Inc.,"Dell Precision T7500 (Intel Xeon W5580, 3.20 GHz)",Intel Xeon W5580,3200.0,Apr-2009,"Red Hat Enterprise Linux Client release 5.3, Kernel 2.6.18-128.el5 on an x86_64","Intel C++ and Fortran Compiler 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,38.9,41.1
cpu2006-20090330-06866,Dell Inc.,"PowerEdge M610 (Intel Xeon E5530, 2.40 GHz)",Intel Xeon E5530,2400.0,Mar-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp","Intel C++ and Fortran Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,30.5,32.3
cpu2006-20090330-06867,Dell Inc.,"PowerEdge M610 (Intel Xeon E5530, 2.40 GHz)",Intel Xeon E5530,2400.0,Mar-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp",Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,25.3,28.1
cpu2006-20090330-06871,Dell Inc.,"PowerEdge M610 (Intel Xeon E5540, 2.53 GHz)",Intel Xeon E5540,2533.0,Mar-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp","Intel C++ and Fortran Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,31.4,33.3
cpu2006-20090330-06873,Dell Inc.,"PowerEdge M610 (Intel Xeon E5540, 2.53 GHz)",Intel Xeon E5540,2533.0,Mar-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp",Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,26.5,29.4
cpu2006-20090330-06876,Dell Inc.,"PowerEdge M610 (Intel Xeon X5550, 2.67 GHz)",Intel Xeon X5550,2667.0,Mar-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp","Intel C++ and Fortran Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,35.3,37.2
cpu2006-20090330-06877,Dell Inc.,"PowerEdge M610 (Intel Xeon X5550, 2.67 GHz)",Intel Xeon X5550,2667.0,Mar-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp",Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,29.2,32.5
cpu2006-20090330-06879,Dell Inc.,"PowerEdge M610 (Intel Xeon E5520, 2.27 GHz)",Intel Xeon E5520,2267.0,Mar-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp","Intel C++ and Fortran Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,29.2,31.1
cpu2006-20090330-06881,Dell Inc.,"PowerEdge M610 (Intel Xeon E5520, 2.27 GHz)",Intel Xeon E5520,2267.0,Mar-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp",Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,24.1,26.8
cpu2006-20090330-06883,Dell Inc.,"PowerEdge M710 (Intel Xeon E5530, 2.40 GHz)",Intel Xeon E5530,2400.0,Mar-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp","Intel C++ and Fortran Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,30.4,32.3
cpu2006-20090330-06885,Dell Inc.,"PowerEdge M710 (Intel Xeon E5530, 2.40 GHz)",Intel Xeon E5530,2400.0,Mar-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp",Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,25.4,28.2
cpu2006-20090330-06887,Dell Inc.,"PowerEdge M710 (Intel Xeon E5540, 2.53 GHz)",Intel Xeon E5540,2533.0,Mar-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp","Intel C++ and Fortran Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,31.7,33.5
cpu2006-20090330-06889,Dell Inc.,"PowerEdge M710 (Intel Xeon E5540, 2.53 GHz)",Intel Xeon E5540,2533.0,Mar-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp",Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,26.5,29.4
cpu2006-20090330-06892,Dell Inc.,"PowerEdge M710 (Intel Xeon X5550, 2.67 GHz)",Intel Xeon X5550,2667.0,Mar-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp","Intel C++ and Fortran Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,35.4,37.3
cpu2006-20090330-06893,Dell Inc.,"PowerEdge R610 (Intel Xeon X5570, 2.93 GHz)",Intel Xeon X5570,2933.0,Mar-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp","Intel C++ and Fortran Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080, l_cprof_p_11.0.080",Yes,CFP2006,37.4,39.6
cpu2006-20090330-06894,Dell Inc.,"PowerEdge M710 (Intel Xeon X5550, 2.67 GHz)",Intel Xeon X5550,2667.0,Mar-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp",Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,29.3,32.6
cpu2006-20090330-06895,Dell Inc.,"PowerEdge R610 (Intel Xeon X5570, 2.93 GHz)",Intel Xeon X5570,2933.0,Mar-2009,"SUSE Linux Enterprise Server 10 (x86_64) SP2, Kernel 2.6.16.60-0.21-smp",Intel C++ Compiler Professional 11.0 for Linux Build 20090131 Package ID: l_cproc_p_11.0.080,Yes,CINT2006,31.4,34.9
