testID,tester,machine,cpu,mhz,hwAvail,os,compiler,autoParallel,benchType,base,peak
cpu2000-20050207-03800,"Dell Inc., Round Rock, TX",PowerEdge 1850 (3.6Ghz Intel Xeon),"Intel Xeon (3.6Ghz, 2MB L2, 800MHz system bus)",3600.0,Feb-2005,"Windows 2003 Server, Standard Edition",Intel C/C++ Compiler 8.1 (20041019Z) Intel Fortran Compiler 8.1 (20041019Z) Microsoft Visual Studio .NET 2003(7.1.3088) MicroQuill SmartHeap Library 7.1,No,CINT2000,1678,1699
cpu2000-20050207-03801,"Dell Inc., Round Rock, TX",PowerEdge 1850 (3.6Ghz Intel Xeon),"Intel Xeon (3.6Ghz, 2MB L2, 800MHz system bus)",3600.0,Feb-2005,"Windows 2003 Server, Standard Edition",Intel C/C++ Compiler 8.1 (20041019Z) Intel Fortran Compiler 8.1 (20041019Z) Microsoft Visual Studio .NET 2003(7.1.3088),No,CFP2000,1766,1773
cpu2000-20050207-03806,"AMD, Austin, TX","TYAN Thunder K8S Pro S2882, AMD Opteron (TM) 252",AMD Opteron (TM) 252,2600.0,Feb-2005,"Microsoft Windows Server 2003, Enterprise Edition",Intel C++ 8.0 build 20040714Z Microsoft Visual Studio .NET 7.0.9466 (libraries) MicroQuill Smartheap Library 7.0,No,CINT2000,1684,1796
cpu2000-20050207-03807,"AMD, Austin, TX","TYAN Thunder K8S Pro S2882, AMD Opteron (TM) 252",AMD Opteron (TM) 252,2600.0,Feb-2005,"Microsoft Windows Server 2003, Enterprise Edition","Intel C++ 8.0 build 20040714Z, Intel Fortran 8.1 build 20041019Z, PGI Fortran compiler 5.2-4 for Windows XP, AMD Core Math library Version 2.1 (ACML), Microsoft Visual Studio .NET 7.0.9466 (libraries), MicroQuill Smartheap Library 7.0",No,CFP2000,1664,1742
cpu2000-20050207-03810,"Dell Inc., Round Rock, TX",PowerEdge 2850 (3.6Ghz Intel Xeon),"Intel Xeon (3.6Ghz, 2MB L2, 800MHz system bus)",3600.0,Feb-2005,"Windows 2003 Server, Standard Edition",Intel C/C++ Compiler 8.1 (20041019Z) Intel Fortran Compiler 8.1 (20041019Z) Microsoft Visual Studio .NET 2003(7.1.3088) MicroQuill SmartHeap Library 7.1,No,CINT2000,1681,1701
cpu2000-20050207-03811,"Dell Inc., Round Rock, TX",PowerEdge 2850 (3.6Ghz Intel Xeon),"Intel Xeon (3.6Ghz, 2MB L2, 800MHz system bus)",3600.0,Feb-2005,"Windows 2003 Server, Standard Edition",Intel C/C++ Compiler 8.1 (20041019Z) Intel Fortran Compiler 8.1 (20041019Z) Microsoft Visual Studio .NET 2003(7.1.3088),No,CFP2000,1773,1780
cpu2000-20050207-03814,"Dell Inc., Round Rock, TX",PowerEdge 2800 (3.6Ghz Intel Xeon),"Intel Xeon (3.6Ghz, 2MB L2, 800MHz system bus)",3600.0,Feb-2005,"Windows 2003 Server, Standard Edition",Intel C/C++ Compiler 8.1 (20041019Z) Intel Fortran Compiler 8.1 (20041019Z) Microsoft Visual Studio .NET 2003(7.1.3088) MicroQuill SmartHeap Library 7.1,No,CINT2000,1696,1716
cpu2000-20050207-03815,"Dell Inc., Round Rock, TX",PowerEdge 2800 (3.6Ghz Intel Xeon),"Intel Xeon (3.6Ghz, 2MB L2, 800MHz system bus)",3600.0,Feb-2005,"Windows 2003 Server, Standard Edition",Intel C/C++ Compiler 8.1 (20041019Z) Intel Fortran Compiler 8.1 (20041019Z) Microsoft Visual Studio .NET 2003(7.1.3088),No,CFP2000,1798,1805
cpu2000-20050207-03818,"Dell Inc., Round Rock, TX",PowerEdge 1420SC (3.6Ghz Intel Xeon),"Intel Xeon (3.6Ghz, 2MB L2, 800MHz system bus)",3600.0,Feb-2005,"Windows 2003 Server, Standard Edition",Intel C/C++ Compiler 8.1 (20041019Z) Intel Fortran Compiler 8.1 (20041019Z) Microsoft Visual Studio .NET 2003(7.1.3088) MicroQuill SmartHeap Library 7.1,No,CINT2000,1681,1703
cpu2000-20050207-03819,"Dell Inc., Round Rock, TX",PowerEdge 1420SC (3.6Ghz Intel Xeon),"Intel Xeon (3.6Ghz, 2MB L2, 800MHz system bus)",3600.0,Feb-2005,"Windows 2003 Server, Standard Edition",Intel C/C++ Compiler 8.1 (20041019Z) Intel Fortran Compiler 8.1 (20041019Z) Microsoft Visual Studio .NET 2003(7.1.3088),No,CFP2000,1775,1783
cpu2000-20050207-03823,Dell,"PowerEdge SC1425 (3.6GHz, Intel Xeon)","Intel Xeon (3.6GHz, 2MB L2, 800MHz bus)",3600.0,Feb-2005,Red Hat Enterprise Linux 3 Update 2,Intel C++ and Fortran EM64T Compiler 8.1 Build 20041123,No,CFP2000,1939,--
cpu2000-20050208-03824,Fujitsu Limited,PRIMEPOWER250 (1870MHz),SPARC64 V,1870.0,Feb-2005,Solaris 9 9/04,(Fortran) Fujitsu Parallelnavi 2.3 with patch 913221-03 Sun Studio 9 Sun Performance Library 9 (C/C++) Sun Studio 9,No,CFP2000,1670,1924
cpu2000-20050208-03825,Fujitsu Limited,PRIMEPOWER250 (1870MHz),SPARC64 V,1870.0,Feb-2005,Solaris 9 9/04,(C/C++) Fujitsu Parallelnavi 2.3 with patch 913287-01 Sun Studio 9,No,CINT2000,1254,1341
cpu2000-20050208-03830,Fujitsu Limited,PRIMEPOWER450 (1870MHz),SPARC64 V,1870.0,Feb-2005,Solaris 9 9/04,(Fortran) Fujitsu Parallelnavi 2.3 with patch 913221-03 Sun Studio 9 Sun Performance Library 9 (C/C++) Sun Studio 9,No,CFP2000,1728,1973
cpu2000-20050208-03831,Fujitsu Limited,PRIMEPOWER450 (1870MHz),SPARC64 V,1870.0,Feb-2005,Solaris 9 9/04,(C/C++) Fujitsu Parallelnavi 2.3 with patch 913287-01 Sun Studio 9,No,CINT2000,1256,1344
cpu2000-20050208-03832,IBM,"IBM eServer p5 575 (1900 MHz, 1 CPU)",POWER5,1900.0,Feb-2005,AIX 5L V5.3,XL C/C++ Enterprise Edition Version 7.0 for AIX,No,CINT2000,1385,1456
cpu2000-20050211-03833,IBM,"IBM eServer OpenPower 710 (1650MHz, 1 CPU, Linux)",POWER5,1650.0,Feb-2005,Red Hat Enterprise Linux AS 4,"XL Fortran Enterprise Edition Version 9.1 for Linux XL C/C++ Enterprise Edition Version 7.0 for Linux Other Software: IBM ESSL for Linux on POWER, Version 4 Release 2",No,CFP2000,1828,1919
cpu2000-20050211-03834,IBM,"IBM eServer OpenPower 710 (1650MHz, 1 CPU, Linux)",POWER5,1650.0,Feb-2005,Red Hat Enterprise Linux AS 4,XL C/C++ Enterprise Edition Version 7.0 for Linux,No,CINT2000,1129,1144
cpu2000-20050211-03839,"Sun Microsystems, Santa Clara",Sun Fire V20z,AMD Opteron (TM) 252,2600.0,Apr-2005,SUSE LINUX Enterprise Server 9,"PathScale EKOPath Compiler Suite, Release 2.0",No,CINT2000,1569,1746
cpu2000-20050211-03840,"Sun Microsystems, Santa Clara",Sun Fire V20z,AMD Opteron (TM) 252,2600.0,Apr-2005,SUSE LINUX Enterprise Server 9,"PathScale EKOPath Compiler Suite, Release 2.0 AMD Core Math Library V2.5.1",No,CFP2000,1852,2036
cpu2000-20050211-03843,"Sun Microsystems, Santa Clara",Sun Fire V40z,AMD Opteron (TM) 852,2600.0,Apr-2005,SUSE LINUX Enterprise Server 9,"PathScale EKOPath Compiler Suite, Release 2.0",No,CINT2000,1558,1741
cpu2000-20050211-03844,"Sun Microsystems, Santa Clara",Sun Fire V40z,AMD Opteron (TM) 852,2600.0,Apr-2005,SUSE LINUX Enterprise Server 9,"PathScale EKOPath Compiler Suite, Release 2.0 AMD Core Math Library V2.5.1",No,CFP2000,1840,2020
cpu2000-20050218-03873,Hewlett-Packard Company,"ProLiant ML370 G4 (3.6GHz, Intel Xeon)","Intel Xeon (3.6GHz, 2MB L2, 800MHz bus)",3600.0,Feb-2005,Windows Server 2003 Standard (Build 3790),Intel C++ Compiler 8.1 Build 20040802Z Microsoft Visual Studio .NET 7.0.9466 (for libraries) MicroQuill Smartheap Library 7.0,No,CINT2000,1624,1654
cpu2000-20050218-03874,Hewlett-Packard Company,"ProLiant ML370 G4 (3.6GHz, Intel Xeon)","Intel Xeon (3.6GHz, 2MB L2, 800MHz bus)",3600.0,Feb-2005,Windows Server 2003 Standard (Build 3790),Intel C++ Compiler 8.1 Build 20040802Z Intel Fortran Compiler 8.1 build 20040802Z Microsoft Visual Studio .NET 7.0.9466 (for libraries) MicroQuill Smartheap Library 7.0,No,CFP2000,1735,1744
cpu2000-20050218-03879,Intel(R) Corporation,"Intel(R) D925XECV2 motherboard( 3.73 GHz, Intel(R) Pentium(R) 4 processor Extreme Edition supporting Hyper-Threading Technology)","Intel(R) Pentium(R) 4 processor Extreme Edition supporting Hyper-Threading Technology( 3.73 GHz, 1066 MHz bus)",3733.0,Feb-2005,Windows XP Professional SP2,Intel(R) C++ and Fortran Compiler 8.1 Build 20040802Z Microsoft Visual Studio .Net 2002(for libraries) SmartHeap Library Version 6.0 from http://www.microquill.com/,No,CFP2000,2013,2016
cpu2000-20050218-03880,Intel(R) Corporation,"Intel(R) D925XECV2 motherboard( 3.73 GHz, Intel(R) Pentium(R) 4 processor Extreme Edition supporting Hyper-Threading Technology)","Intel(R) Pentium(R) 4 processor Extreme Edition supporting Hyper-Threading Technology( 3.73 GHz, 1066 MHz bus)",3733.0,Feb-2005,Windows XP Professional SP2,Intel(R) C++ Compiler 8.1 Build 20040802Z Microsoft Visual Studio .Net 2002(for libraries) SmartHeap Library Version 6.0 from http://www.microquill.com/,No,CINT2000,1793,1796
cpu2000-20050218-03881,Intel Corporation,"Intel(R) D925XECV2 motherboard( 3.6 GHz, Intel(R) Pentium(R) 4 processor 660 supporting Hyper-Threading Technology)","Intel(R) Pentium(R) 4 processor 660 supporting Hyper-Threading Technology ( 3.6 GHz, 800 MHz bus)",3600.0,Feb-2005,Windows XP Professional SP1a,Intel C++ and Fortran Compiler 8.1 Build 20040802Z Microsoft Visual Studio .Net 2002(for libraries) SmartHeap Library Version 6.0 from http://www.microquill.com/,No,CFP2000,1894,1898
cpu2000-20050218-03882,Intel Corporation,"Intel(R) D925XECV2 motherboard( 3.6 GHz, Intel(R) Pentium(R) 4 processor 660 supporting Hyper-Threading Technology)","Intel(R) Pentium(R) 4 processor 660 supporting Hyper-Threading Technology ( 3.6 GHz, 800 MHz bus)",3600.0,Feb-2005,Windows XP Professional SP1a,Intel C++ Compiler 8.1 Build 20040802Z Microsoft Visual Studio .Net 2002(for libraries) SmartHeap Library Version 6.0 from http://www.microquill.com/,No,CINT2000,1715,1718
cpu2000-20050221-03883,Fujitsu Siemens Computers,"CELSIUS V810, Opteron (TM) 252, Linux 64-bit",AMD Opteron (TM) 252,2600.0,Mar-2005,SuSE Linux 9.1 (AMD64) 2.6.4-52-smp,"PathScale EKOPath (TM) Compiler Suite, Release 2.0 - (both for C and Fortran) ACML (AMD Core Math Library) for AMD64, Version 2.1 - available from AMD",No,CFP2000,1867,2045
cpu2000-20050221-03891,Fujitsu Siemens Computers,"CELSIUS M430, Pentium 4 3.8 GHz","Intel Pentium 4 (3.8 GHz, 800 MHz bus)",3800.0,Dec-2004,"Windows XP Professional, Service Pack 1","Intel(R) C++ Compiler, Version 8.1, - Build 20041019Z, Package ID: W_CC_PU_8.1.020 Microsoft Visual Studio .NET 7.0 (for libraries) MicroQuill SmartHeap Library 6.03a",No,CINT2000,1663,1671
cpu2000-20050221-03892,Fujitsu Siemens Computers,"CELSIUS M430, Pentium 4 3.8 GHz","Intel Pentium 4 (3.8 GHz, 800 MHz bus)",3800.0,Dec-2004,"Windows XP Professional, Service Pack 1","Intel(R) C++ Compiler, Version 8.1, - Build 20041019Z, Package ID: W_CC_PU_8.1.020 Intel(R) Fortran Compiler, Version 8.1 - Build 20041019Z, Package ID: w_fc_pu_8.1.023 Microsoft Visual Studio .NET 7.0 (for libraries) MicroQuill SmartHeap Library 6.03a",No,CFP2000,1755,1762
cpu2000-20050307-03897,Hewlett-Packard Company,"ProLiant DL380 G4 (3.6GHz, Intel Xeon)","Intel Xeon (3.6GHz, 2MB L2, 800MHz bus)",3600.0,Mar-2005,Windows Server 2003 Standard (Build 3790),Intel C++ Compiler 8.1 Build 20040802Z Intel Fortran Compiler 8.1 build 20040802Z Microsoft Visual Studio .NET 7.0.9466 (for libraries) MicroQuill Smartheap Library 7.0,No,CFP2000,1729,1754
cpu2000-20050307-03898,Hewlett-Packard Company,"ProLiant DL380 G4 (3.6GHz, Intel Xeon)","Intel Xeon (3.6GHz, 2MB L2, 800MHz bus)",3600.0,Mar-2005,Windows Server 2003 Standard (Build 3790),Intel C++ Compiler 8.1 Build 20040802Z Microsoft Visual Studio .NET 7.0.9466 (for libraries) MicroQuill Smartheap Library 7.0,No,CINT2000,1653,1690
cpu2000-20050307-03903,"Dell Inc., Round Rock, TX","Precision Workstation 370 (3.6 GHz Pentium 4, 2MB L2)",Intel® Pentium® 4 Processor 660 (800 MHz system bus),3600.0,Feb-2005,Windows XP Professional SP2,"Intel C/C++ Compiler 8.1 (20041119Z) Intel Fortran Compiler 8.1 (20041119Z) Microsoft Visual Studio .NET 2003 (7.1.3088, for libraries)",No,CFP2000,1905,1916
cpu2000-20050307-03904,"Dell Inc., Round Rock, TX","Precision Workstation 370 (3.6 GHz Pentium 4, 2MB L2)",Intel® Pentium® 4 Processor 660 (800 MHz system bus),3600.0,Feb-2005,Windows XP Professional SP2,"Intel C/C++ Compiler 8.1 (20041119Z) Microsoft Visual Studio .NET 2003 (7.1.3088, for libraries) MicroQuill SmartHeap Library 7.1",No,CINT2000,1713,1734
cpu2000-20050310-03905,IBM,"IBM eServer p5 550 Express (1500 MHz, 1 CPU)",POWER5,1500.0,Oct-2004,AIX 5L V5.3,XL C/C++ Enterprise Edition V7.0 for AIX XL Fortran Enterprise Edition V9.1 for AIX Other Software: ESSL V4.2 for AIX,No,CFP2000,1914,2072
cpu2000-20050316-03911,Acer Incorporated,Altos R710 (3.6 GHz Intel Xeon),"Intel Xeon (3.6 GHz, 1MB L2, 800MHz system bus)",3600.0,Mar-2005,Windows2003 Enterprise Edition (Build 3790),"Intel C++ Build 20041019Z and Fortran Compiler 8.1 Build 20040802Z Microsoft Visual Studio .Net 2003(7.1.3091, for libraries)",No,CFP2000,1608,1609
cpu2000-20050321-03916,Fujitsu Siemens Computers,"CELSIUS V810, Opteron (TM) 252, Linux 64-bit",AMD Opteron (TM) 252,2600.0,Mar-2005,SuSE Linux 9.1 (AMD64) 2.6.4-52-smp,"PathScale EKOPath (TM) Compiler Suite, Release 2.0 - (both for C and C++)",No,CINT2000,1579,1759
cpu2000-20050321-03919,"Dell, Round Rock, TX",PowerEdge 6850 (3.66GHz Intel Xeon),"Intel Xeon (3.66GHz, 1MB L2, 667MHz system bus)",3660.0,Mar-2005,"Windows 2003 Server, Enterprise Edition","Intel C/C++ Compiler 8.1 (20041119Z) Microsoft Visual Studio .NET 2003(7.1.3088, for libraries) MicroQuill SmartHeap Library 7.1",No,CINT2000,1317,1377
